,State,Sex,Year,Name,Number
470459,CA,F,1983,Maria,1779
470460,CA,F,1983,Vanessa,1541
470461,CA,F,1983,Amber,1534
470462,CA,F,1983,Kimberly,1465
470463,CA,F,1983,Tiffany,1444
470464,CA,F,1983,Laura,1346
470465,CA,F,1983,Rebecca,1340
470466,CA,F,1983,Megan,1338
470467,CA,F,1983,Amy,1319
470468,CA,F,1983,Danielle,1310
470469,CA,F,1983,Rachel,1290
470470,CA,F,1983,Erin,1287
470471,CA,F,1983,Lisa,1275
470472,CA,F,1983,Lauren,1222
473161,CA,F,1984,Jennifer,5518
473162,CA,F,1984,Jessica,5008
473163,CA,F,1984,Ashley,2966
473164,CA,F,1984,Nicole,2671
473165,CA,F,1984,Melissa,2557
473166,CA,F,1984,Sarah,2505
473167,CA,F,1984,Stephanie,2459
473168,CA,F,1984,Amanda,2294
473169,CA,F,1984,Elizabeth,2291
473170,CA,F,1984,Michelle,2235
473171,CA,F,1984,Christina,2193
473172,CA,F,1984,Heather,2015
473173,CA,F,1984,Vanessa,1929
473174,CA,F,1984,Crystal,1840
473175,CA,F,1984,Maria,1636
473176,CA,F,1984,Megan,1611
473177,CA,F,1984,Danielle,1588
473178,CA,F,1984,Amber,1555
473179,CA,F,1984,Tiffany,1508
473180,CA,F,1984,Laura,1449
473181,CA,F,1984,Rachel,1435
473182,CA,F,1984,Kimberly,1390
473183,CA,F,1984,Lauren,1382
473184,CA,F,1984,Amy,1294
473185,CA,F,1984,Rebecca,1253
473186,CA,F,1984,Andrea,1239
475942,CA,F,1985,Jessica,5537
475943,CA,F,1985,Jennifer,4965
475944,CA,F,1985,Ashley,3928
475945,CA,F,1985,Amanda,3167
475946,CA,F,1985,Nicole,2889
475947,CA,F,1985,Stephanie,2620
475948,CA,F,1985,Melissa,2499
475949,CA,F,1985,Elizabeth,2497
475950,CA,F,1985,Christina,2453
475951,CA,F,1985,Sarah,2415
475952,CA,F,1985,Michelle,2102
475953,CA,F,1985,Vanessa,2096
475954,CA,F,1985,Heather,1880
475955,CA,F,1985,Megan,1866
475956,CA,F,1985,Maria,1696
475957,CA,F,1985,Laura,1685
475958,CA,F,1985,Crystal,1644
475959,CA,F,1985,Amber,1643
475960,CA,F,1985,Danielle,1639
475961,CA,F,1985,Rachel,1527
475962,CA,F,1985,Lauren,1500
475963,CA,F,1985,Brittany,1423
475964,CA,F,1985,Kimberly,1406
475965,CA,F,1985,Tiffany,1327
475966,CA,F,1985,Amy,1238
475967,CA,F,1985,Rebecca,1229
478845,CA,F,1986,Jessica,5964
478846,CA,F,1986,Ashley,4413
478847,CA,F,1986,Jennifer,4307
478848,CA,F,1986,Amanda,3493
478849,CA,F,1986,Sarah,3035
478850,CA,F,1986,Nicole,2726
478851,CA,F,1986,Stephanie,2706
478852,CA,F,1986,Melissa,2425
478853,CA,F,1986,Elizabeth,2385
478854,CA,F,1986,Christina,2278
478855,CA,F,1986,Vanessa,2080
478856,CA,F,1986,Michelle,1988
478857,CA,F,1986,Heather,1782
478858,CA,F,1986,Brittany,1767
478859,CA,F,1986,Lauren,1721
478860,CA,F,1986,Maria,1681
478861,CA,F,1986,Megan,1663
478862,CA,F,1986,Amber,1659
478863,CA,F,1986,Danielle,1634
478864,CA,F,1986,Crystal,1603
478865,CA,F,1986,Rachel,1538
478866,CA,F,1986,Laura,1504
478867,CA,F,1986,Kimberly,1470
478868,CA,F,1986,Tiffany,1404
478869,CA,F,1986,Samantha,1402
478870,CA,F,1986,Sara,1270
478871,CA,F,1986,Erica,1225
478872,CA,F,1986,Amy,1208
478873,CA,F,1986,Rebecca,1206
481901,CA,F,1987,Jessica,6846
481902,CA,F,1987,Ashley,4980
481903,CA,F,1987,Jennifer,4284
481904,CA,F,1987,Amanda,3875
481905,CA,F,1987,Stephanie,3094
481906,CA,F,1987,Sarah,2932
481907,CA,F,1987,Nicole,2548
481908,CA,F,1987,Melissa,2534
481909,CA,F,1987,Elizabeth,2401
481910,CA,F,1987,Christina,2173
481911,CA,F,1987,Michelle,2118
481912,CA,F,1987,Vanessa,2046
481913,CA,F,1987,Brittany,1944
481914,CA,F,1987,Danielle,1902
481915,CA,F,1987,Heather,1794
481916,CA,F,1987,Samantha,1789
481917,CA,F,1987,Lauren,1711
481918,CA,F,1987,Megan,1666
481919,CA,F,1987,Amber,1547
481920,CA,F,1987,Maria,1535
481921,CA,F,1987,Laura,1512
481922,CA,F,1987,Rachel,1494
481923,CA,F,1987,Tiffany,1470
481924,CA,F,1987,Crystal,1444
481925,CA,F,1987,Kimberly,1440
481926,CA,F,1987,Rebecca,1208
484990,CA,F,1988,Jessica,6492
484991,CA,F,1988,Ashley,4760
484992,CA,F,1988,Jennifer,3874
484993,CA,F,1988,Amanda,3796
484994,CA,F,1988,Stephanie,3255
484995,CA,F,1988,Sarah,3011
484996,CA,F,1988,Elizabeth,2714
484997,CA,F,1988,Nicole,2603
484998,CA,F,1988,Melissa,2535
484999,CA,F,1988,Brittany,2422
485000,CA,F,1988,Vanessa,2312
485001,CA,F,1988,Michelle,2287
485002,CA,F,1988,Samantha,2209
485003,CA,F,1988,Christina,2207
485004,CA,F,1988,Lauren,2054
485005,CA,F,1988,Danielle,1837
485006,CA,F,1988,Tiffany,1753
485007,CA,F,1988,Megan,1700
485008,CA,F,1988,Heather,1695
485009,CA,F,1988,Amber,1605
485010,CA,F,1988,Maria,1603
485011,CA,F,1988,Crystal,1538
485012,CA,F,1988,Rachel,1492
485013,CA,F,1988,Laura,1373
485014,CA,F,1988,Emily,1359
485015,CA,F,1988,Rebecca,1345
485016,CA,F,1988,Kimberly,1312
485017,CA,F,1988,Katherine,1269
485018,CA,F,1988,Andrea,1257
485019,CA,F,1988,Erica,1256
488302,CA,F,1989,Jessica,6535
488303,CA,F,1989,Ashley,4509
488304,CA,F,1989,Amanda,3853
488305,CA,F,1989,Jennifer,3527
488306,CA,F,1989,Stephanie,3430
488307,CA,F,1989,Elizabeth,3066
488308,CA,F,1989,Brittany,3017
488309,CA,F,1989,Sarah,2996
488310,CA,F,1989,Samantha,2600
488311,CA,F,1989,Nicole,2498
488312,CA,F,1989,Melissa,2463
488313,CA,F,1989,Michelle,2352
488314,CA,F,1989,Vanessa,2326
488315,CA,F,1989,Lauren,2234
488316,CA,F,1989,Christina,2108
488317,CA,F,1989,Maria,1903
488318,CA,F,1989,Megan,1819
488319,CA,F,1989,Danielle,1743
488320,CA,F,1989,Rachel,1556
488321,CA,F,1989,Emily,1531
488322,CA,F,1989,Amber,1490
488323,CA,F,1989,Laura,1474
488324,CA,F,1989,Tiffany,1470
488325,CA,F,1989,Rebecca,1449
488326,CA,F,1989,Heather,1420
488327,CA,F,1989,Crystal,1390
488328,CA,F,1989,Kimberly,1382
488329,CA,F,1989,Alyssa,1377
488330,CA,F,1989,Katherine,1323
488331,CA,F,1989,Andrea,1299
488332,CA,F,1989,Alexandra,1243
488333,CA,F,1989,Diana,1212
488334,CA,F,1989,Natalie,1205
491842,CA,F,1990,Jessica,6635
491843,CA,F,1990,Ashley,4537
491844,CA,F,1990,Stephanie,4001
491845,CA,F,1990,Amanda,3856
491846,CA,F,1990,Jennifer,3611
491847,CA,F,1990,Elizabeth,3170
491848,CA,F,1990,Sarah,2843
491849,CA,F,1990,Brittany,2737
491850,CA,F,1990,Samantha,2720
491851,CA,F,1990,Michelle,2453
491852,CA,F,1990,Melissa,2442
491853,CA,F,1990,Nicole,2349
491854,CA,F,1990,Maria,2317
491855,CA,F,1990,Vanessa,2226
491856,CA,F,1990,Lauren,2183
491857,CA,F,1990,Megan,2008
491858,CA,F,1990,Christina,1952
491859,CA,F,1990,Emily,1733
491860,CA,F,1990,Danielle,1696
491861,CA,F,1990,Alyssa,1665
491862,CA,F,1990,Rebecca,1581
491863,CA,F,1990,Rachel,1570
491864,CA,F,1990,Laura,1553
491865,CA,F,1990,Amber,1450
491866,CA,F,1990,Andrea,1450
491867,CA,F,1990,Kayla,1422
491868,CA,F,1990,Kimberly,1419
491869,CA,F,1990,Crystal,1370
491870,CA,F,1990,Katherine,1353
491871,CA,F,1990,Jasmine,1349
491872,CA,F,1990,Tiffany,1332
491873,CA,F,1990,Alexandra,1326
491874,CA,F,1990,Heather,1290
491875,CA,F,1990,Diana,1284
491876,CA,F,1990,Chelsea,1255
491877,CA,F,1990,Cynthia,1241
491878,CA,F,1990,Natalie,1236
491879,CA,F,1990,Jacqueline,1221
491880,CA,F,1990,Victoria,1213
495585,CA,F,1991,Jessica,6951
495586,CA,F,1991,Ashley,4233
495587,CA,F,1991,Stephanie,4007
495588,CA,F,1991,Jennifer,3578
495589,CA,F,1991,Amanda,3230
495590,CA,F,1991,Elizabeth,3124
495591,CA,F,1991,Samantha,2756
495592,CA,F,1991,Sarah,2747
495593,CA,F,1991,Melissa,2578
495594,CA,F,1991,Maria,2380
495595,CA,F,1991,Michelle,2312
495596,CA,F,1991,Brittany,2304
495597,CA,F,1991,Nicole,2236
495598,CA,F,1991,Vanessa,2185
495599,CA,F,1991,Lauren,1943
495600,CA,F,1991,Megan,1886
495601,CA,F,1991,Christina,1879
495602,CA,F,1991,Emily,1763
495603,CA,F,1991,Rachel,1665
495604,CA,F,1991,Danielle,1611
495605,CA,F,1991,Jasmine,1507
495606,CA,F,1991,Rebecca,1498
495607,CA,F,1991,Laura,1496
495608,CA,F,1991,Andrea,1487
495609,CA,F,1991,Alyssa,1455
495610,CA,F,1991,Kimberly,1445
495611,CA,F,1991,Kayla,1440
495612,CA,F,1991,Alexandra,1427
495613,CA,F,1991,Katherine,1404
495614,CA,F,1991,Chelsea,1346
495615,CA,F,1991,Crystal,1345
495616,CA,F,1991,Victoria,1344
495617,CA,F,1991,Amber,1291
495618,CA,F,1991,Jacqueline,1254
495619,CA,F,1991,Cynthia,1245
495620,CA,F,1991,Natalie,1226
495621,CA,F,1991,Diana,1221
499300,CA,F,1992,Jessica,6341
499301,CA,F,1992,Ashley,3966
499302,CA,F,1992,Stephanie,3777
499303,CA,F,1992,Jennifer,3382
499304,CA,F,1992,Elizabeth,2893
499305,CA,F,1992,Amanda,2796
499306,CA,F,1992,Sarah,2712
499307,CA,F,1992,Samantha,2528
499308,CA,F,1992,Michelle,2373
499309,CA,F,1992,Nicole,2359
499310,CA,F,1992,Maria,2348
499311,CA,F,1992,Melissa,2298
499312,CA,F,1992,Vanessa,2181
499313,CA,F,1992,Emily,1869
499314,CA,F,1992,Lauren,1826
499315,CA,F,1992,Brittany,1825
499316,CA,F,1992,Megan,1641
499317,CA,F,1992,Danielle,1638
499318,CA,F,1992,Andrea,1584
499319,CA,F,1992,Chelsea,1562
499320,CA,F,1992,Christina,1535
499321,CA,F,1992,Rachel,1526
499322,CA,F,1992,Alexandra,1464
499323,CA,F,1992,Rebecca,1437
499324,CA,F,1992,Katherine,1429
499325,CA,F,1992,Jasmine,1422
499326,CA,F,1992,Kimberly,1402
499327,CA,F,1992,Victoria,1397
499328,CA,F,1992,Taylor,1377
499329,CA,F,1992,Alyssa,1358
499330,CA,F,1992,Monica,1351
499331,CA,F,1992,Kayla,1301
499332,CA,F,1992,Laura,1280
499333,CA,F,1992,Brenda,1278
499334,CA,F,1992,Jacqueline,1274
499335,CA,F,1992,Natalie,1258
499336,CA,F,1992,Crystal,1245
499337,CA,F,1992,Diana,1233
499338,CA,F,1992,Cynthia,1227
503034,CA,F,1993,Jessica,5551
503035,CA,F,1993,Ashley,3591
503036,CA,F,1993,Stephanie,3399
503037,CA,F,1993,Jennifer,3003
503038,CA,F,1993,Elizabeth,2626
503039,CA,F,1993,Sarah,2550
503040,CA,F,1993,Samantha,2545
503041,CA,F,1993,Amanda,2400
503042,CA,F,1993,Maria,2225
503043,CA,F,1993,Vanessa,2212
503044,CA,F,1993,Nicole,2202
503045,CA,F,1993,Michelle,2167
503046,CA,F,1993,Melissa,2135
503047,CA,F,1993,Emily,2097
503048,CA,F,1993,Jasmine,1895
503049,CA,F,1993,Taylor,1877
503050,CA,F,1993,Lauren,1742
503051,CA,F,1993,Brittany,1595
503052,CA,F,1993,Rachel,1572
503053,CA,F,1993,Victoria,1552
503054,CA,F,1993,Danielle,1545
503055,CA,F,1993,Alexandra,1525
503056,CA,F,1993,Alyssa,1481
503057,CA,F,1993,Andrea,1474
503058,CA,F,1993,Kimberly,1450
503059,CA,F,1993,Megan,1447
503060,CA,F,1993,Alexis,1419
503061,CA,F,1993,Rebecca,1360
503062,CA,F,1993,Diana,1300
503063,CA,F,1993,Katherine,1299
503064,CA,F,1993,Brenda,1284
503065,CA,F,1993,Christina,1283
503066,CA,F,1993,Cynthia,1235
503067,CA,F,1993,Jacqueline,1212
506796,CA,F,1994,Jessica,5306
506797,CA,F,1994,Ashley,3202
506798,CA,F,1994,Stephanie,2979
506799,CA,F,1994,Jennifer,2939
506800,CA,F,1994,Samantha,2440
506801,CA,F,1994,Elizabeth,2388
506802,CA,F,1994,Sarah,2273
506803,CA,F,1994,Amanda,2187
506804,CA,F,1994,Emily,2183
506805,CA,F,1994,Nicole,2136
506806,CA,F,1994,Vanessa,2136
506807,CA,F,1994,Maria,2027
506808,CA,F,1994,Kimberly,1974
506809,CA,F,1994,Jasmine,1941
506810,CA,F,1994,Melissa,1881
506811,CA,F,1994,Michelle,1847
506812,CA,F,1994,Taylor,1710
506813,CA,F,1994,Alexis,1540
506814,CA,F,1994,Lauren,1528
506815,CA,F,1994,Danielle,1501
506816,CA,F,1994,Rachel,1479
506817,CA,F,1994,Megan,1476
506818,CA,F,1994,Victoria,1453
506819,CA,F,1994,Alyssa,1426
506820,CA,F,1994,Andrea,1411
506821,CA,F,1994,Alexandra,1343
506822,CA,F,1994,Diana,1333
506823,CA,F,1994,Brittany,1327
506824,CA,F,1994,Jacqueline,1304
506825,CA,F,1994,Brianna,1282
506826,CA,F,1994,Kayla,1266
506827,CA,F,1994,Hannah,1254
506828,CA,F,1994,Rebecca,1242
506829,CA,F,1994,Natalie,1228
506830,CA,F,1994,Katherine,1205
510446,CA,F,1995,Jessica,4620
510447,CA,F,1995,Ashley,2903
510448,CA,F,1995,Stephanie,2858
510449,CA,F,1995,Jennifer,2697
510450,CA,F,1995,Samantha,2425
510451,CA,F,1995,Emily,2341
510452,CA,F,1995,Sarah,2271
510453,CA,F,1995,Elizabeth,2244
510454,CA,F,1995,Amanda,2026
510455,CA,F,1995,Maria,2001
510456,CA,F,1995,Vanessa,1982
510457,CA,F,1995,Kimberly,1775
510458,CA,F,1995,Melissa,1771
510459,CA,F,1995,Alexis,1704
510460,CA,F,1995,Jasmine,1663
510461,CA,F,1995,Taylor,1620
510462,CA,F,1995,Michelle,1600
510463,CA,F,1995,Megan,1470
510464,CA,F,1995,Rachel,1457
510465,CA,F,1995,Lauren,1439
510466,CA,F,1995,Nicole,1439
510467,CA,F,1995,Alyssa,1372
510468,CA,F,1995,Hannah,1362
510469,CA,F,1995,Alexandra,1361
510470,CA,F,1995,Andrea,1361
510471,CA,F,1995,Victoria,1355
510472,CA,F,1995,Brianna,1344
510473,CA,F,1995,Danielle,1276
510474,CA,F,1995,Natalie,1273
510475,CA,F,1995,Jacqueline,1248
510476,CA,F,1995,Kayla,1218
510477,CA,F,1995,Brittany,1206
514060,CA,F,1996,Jessica,3839
514061,CA,F,1996,Ashley,2697
514062,CA,F,1996,Stephanie,2639
514063,CA,F,1996,Jennifer,2529
514064,CA,F,1996,Emily,2473
514065,CA,F,1996,Samantha,2468
514066,CA,F,1996,Sarah,2284
514067,CA,F,1996,Vanessa,2164
514068,CA,F,1996,Elizabeth,2160
514069,CA,F,1996,Maria,2144
514070,CA,F,1996,Alexis,1887
514071,CA,F,1996,Jasmine,1782
514072,CA,F,1996,Kimberly,1746
514073,CA,F,1996,Melissa,1731
514074,CA,F,1996,Amanda,1650
514075,CA,F,1996,Alyssa,1552
514076,CA,F,1996,Michelle,1511
514077,CA,F,1996,Hannah,1494
514078,CA,F,1996,Rachel,1452
514079,CA,F,1996,Taylor,1420
