,State,Sex,Year,Name,Number
699589,CA,M,1997,Brandon,2846
699590,CA,M,1997,Nicholas,2635
699591,CA,M,1997,Christian,2604
699592,CA,M,1997,Kevin,2562
699593,CA,M,1997,Luis,2493
699594,CA,M,1997,Ryan,2375
699595,CA,M,1997,Juan,2355
699596,CA,M,1997,Alexander,2185
699597,CA,M,1997,Justin,2163
699598,CA,M,1997,Jesus,2015
699599,CA,M,1997,Austin,1949
699600,CA,M,1997,Tyler,1878
699601,CA,M,1997,John,1841
699602,CA,M,1997,Angel,1796
699603,CA,M,1997,James,1779
699604,CA,M,1997,Robert,1751
699605,CA,M,1997,Carlos,1745
699606,CA,M,1997,Brian,1687
699607,CA,M,1997,Eric,1653
699608,CA,M,1997,Kyle,1608
699609,CA,M,1997,William,1606
699610,CA,M,1997,Samuel,1591
699611,CA,M,1997,Alejandro,1563
699612,CA,M,1997,Miguel,1543
699613,CA,M,1997,Zachary,1470
699614,CA,M,1997,Gabriel,1464
699615,CA,M,1997,Aaron,1353
699616,CA,M,1997,Jordan,1329
699617,CA,M,1997,Jason,1325
699618,CA,M,1997,Steven,1316
699619,CA,M,1997,Alexis,1309
699620,CA,M,1997,Adrian,1237
699621,CA,M,1997,Benjamin,1216
699622,CA,M,1997,Bryan,1210
702027,CA,M,1998,Daniel,4317
702028,CA,M,1998,Jose,4281
702029,CA,M,1998,Michael,4132
702030,CA,M,1998,Anthony,3884
702031,CA,M,1998,Jacob,3567
702032,CA,M,1998,David,3476
702033,CA,M,1998,Matthew,3456
702034,CA,M,1998,Andrew,3433
702035,CA,M,1998,Christopher,3386
702036,CA,M,1998,Joshua,3255
702037,CA,M,1998,Jonathan,3078
702038,CA,M,1998,Joseph,2950
702039,CA,M,1998,Nicholas,2757
702040,CA,M,1998,Brandon,2732
702041,CA,M,1998,Ryan,2432
702042,CA,M,1998,Juan,2371
702043,CA,M,1998,Christian,2352
702044,CA,M,1998,Luis,2299
702045,CA,M,1998,Kevin,2229
702046,CA,M,1998,Alexander,2228
702047,CA,M,1998,Justin,2096
702048,CA,M,1998,Angel,1920
702049,CA,M,1998,Jesus,1908
702050,CA,M,1998,Tyler,1819
702051,CA,M,1998,Robert,1795
702052,CA,M,1998,John,1731
702053,CA,M,1998,Carlos,1697
702054,CA,M,1998,Adrian,1684
702055,CA,M,1998,James,1663
702056,CA,M,1998,William,1615
702057,CA,M,1998,Kyle,1614
702058,CA,M,1998,Gabriel,1592
702059,CA,M,1998,Eric,1587
702060,CA,M,1998,Austin,1576
702061,CA,M,1998,Brian,1547
702062,CA,M,1998,Samuel,1494
702063,CA,M,1998,Alejandro,1461
702064,CA,M,1998,Jason,1449
702065,CA,M,1998,Miguel,1437
702066,CA,M,1998,Zachary,1404
702067,CA,M,1998,Aaron,1386
702068,CA,M,1998,Jordan,1384
702069,CA,M,1998,Noah,1368
702070,CA,M,1998,Nathan,1325
702071,CA,M,1998,Bryan,1271
702072,CA,M,1998,Dylan,1263
702073,CA,M,1998,Steven,1257
702074,CA,M,1998,Jorge,1240
704459,CA,M,1999,Daniel,4354
704460,CA,M,1999,Jose,3870
704461,CA,M,1999,Anthony,3808
704462,CA,M,1999,Michael,3759
704463,CA,M,1999,Andrew,3598
704464,CA,M,1999,David,3484
704465,CA,M,1999,Jacob,3477
704466,CA,M,1999,Matthew,3321
704467,CA,M,1999,Christopher,3252
704468,CA,M,1999,Joshua,3143
704469,CA,M,1999,Jonathan,3018
704470,CA,M,1999,Joseph,2823
704471,CA,M,1999,Nicholas,2536
704472,CA,M,1999,Ryan,2513
704473,CA,M,1999,Brandon,2489
704474,CA,M,1999,Juan,2372
704475,CA,M,1999,Christian,2336
704476,CA,M,1999,Kevin,2317
704477,CA,M,1999,Luis,2267
704478,CA,M,1999,Alexander,2239
704479,CA,M,1999,Justin,2225
704480,CA,M,1999,Angel,2033
704481,CA,M,1999,Jesus,2002
704482,CA,M,1999,Carlos,1982
704483,CA,M,1999,John,1761
704484,CA,M,1999,Tyler,1739
704485,CA,M,1999,William,1696
704486,CA,M,1999,Robert,1672
704487,CA,M,1999,Brian,1571
704488,CA,M,1999,Gabriel,1571
704489,CA,M,1999,Adrian,1564
704490,CA,M,1999,Eric,1545
704491,CA,M,1999,James,1508
704492,CA,M,1999,Nathan,1508
704493,CA,M,1999,Samuel,1471
704494,CA,M,1999,Alejandro,1469
704495,CA,M,1999,Kyle,1456
704496,CA,M,1999,Jason,1414
704497,CA,M,1999,Noah,1385
704498,CA,M,1999,Zachary,1365
704499,CA,M,1999,Dylan,1356
704500,CA,M,1999,Austin,1330
704501,CA,M,1999,Miguel,1323
704502,CA,M,1999,Benjamin,1288
704503,CA,M,1999,Bryan,1284
704504,CA,M,1999,Aaron,1256
704505,CA,M,1999,Jordan,1208
704506,CA,M,1999,Steven,1203
706923,CA,M,2000,Daniel,4341
706924,CA,M,2000,Anthony,3838
706925,CA,M,2000,Jose,3803
706926,CA,M,2000,Andrew,3600
706927,CA,M,2000,Michael,3572
706928,CA,M,2000,Jacob,3520
706929,CA,M,2000,Joshua,3356
706930,CA,M,2000,Christopher,3336
706931,CA,M,2000,David,3280
706932,CA,M,2000,Matthew,3254
706933,CA,M,2000,Jonathan,2992
706934,CA,M,2000,Joseph,2779
706935,CA,M,2000,Brandon,2615
706936,CA,M,2000,Nicholas,2586
706937,CA,M,2000,Ryan,2556
706938,CA,M,2000,Christian,2435
706939,CA,M,2000,Kevin,2357
706940,CA,M,2000,Angel,2326
706941,CA,M,2000,Luis,2287
706942,CA,M,2000,Juan,2223
706943,CA,M,2000,Alexander,2181
706944,CA,M,2000,Justin,2164
706945,CA,M,2000,Jesus,1891
706946,CA,M,2000,Carlos,1786
706947,CA,M,2000,Brian,1740
706948,CA,M,2000,Nathan,1735
706949,CA,M,2000,William,1695
706950,CA,M,2000,Gabriel,1671
706951,CA,M,2000,John,1659
706952,CA,M,2000,Tyler,1656
706953,CA,M,2000,Adrian,1593
706954,CA,M,2000,Jason,1552
706955,CA,M,2000,Bryan,1551
706956,CA,M,2000,Ethan,1529
706957,CA,M,2000,Robert,1528
706958,CA,M,2000,Miguel,1488
706959,CA,M,2000,James,1481
706960,CA,M,2000,Alejandro,1464
706961,CA,M,2000,Eric,1464
706962,CA,M,2000,Zachary,1438
706963,CA,M,2000,Benjamin,1434
706964,CA,M,2000,Dylan,1425
706965,CA,M,2000,Samuel,1419
706966,CA,M,2000,Noah,1391
706967,CA,M,2000,Aaron,1362
706968,CA,M,2000,Isaac,1297
706969,CA,M,2000,Isaiah,1233
706970,CA,M,2000,Sebastian,1231
706971,CA,M,2000,Jordan,1216
706972,CA,M,2000,Kyle,1212
706973,CA,M,2000,Steven,1212
709440,CA,M,2001,Daniel,4165
709441,CA,M,2001,Anthony,3827
709442,CA,M,2001,Andrew,3447
709443,CA,M,2001,Jose,3425
709444,CA,M,2001,Jacob,3384
709445,CA,M,2001,David,3344
709446,CA,M,2001,Michael,3295
709447,CA,M,2001,Joshua,3214
709448,CA,M,2001,Matthew,3082
709449,CA,M,2001,Christopher,3033
709450,CA,M,2001,Jonathan,2879
709451,CA,M,2001,Joseph,2729
709452,CA,M,2001,Angel,2468
709453,CA,M,2001,Kevin,2398
709454,CA,M,2001,Christian,2339
709455,CA,M,2001,Nicholas,2326
709456,CA,M,2001,Ryan,2321
709457,CA,M,2001,Brandon,2271
709458,CA,M,2001,Luis,2151
709459,CA,M,2001,Alexander,2086
709460,CA,M,2001,Jesus,2067
709461,CA,M,2001,Justin,2015
709462,CA,M,2001,Juan,1989
709463,CA,M,2001,Carlos,1923
709464,CA,M,2001,Ethan,1764
709465,CA,M,2001,Gabriel,1762
709466,CA,M,2001,Nathan,1746
709467,CA,M,2001,Jason,1735
709468,CA,M,2001,Dylan,1659
709469,CA,M,2001,William,1622
709470,CA,M,2001,Samuel,1621
709471,CA,M,2001,Tyler,1582
709472,CA,M,2001,Adrian,1580
709473,CA,M,2001,John,1579
709474,CA,M,2001,Brian,1554
709475,CA,M,2001,Bryan,1528
709476,CA,M,2001,Alejandro,1486
709477,CA,M,2001,Isaac,1437
709478,CA,M,2001,Robert,1433
709479,CA,M,2001,Benjamin,1427
709480,CA,M,2001,Miguel,1412
709481,CA,M,2001,James,1396
709482,CA,M,2001,Aaron,1347
709483,CA,M,2001,Isaiah,1342
709484,CA,M,2001,Eric,1339
709485,CA,M,2001,Noah,1271
709486,CA,M,2001,Zachary,1226
709487,CA,M,2001,Eduardo,1213
711983,CA,M,2002,Daniel,4132
711984,CA,M,2002,Anthony,3771
711985,CA,M,2002,Andrew,3556
711986,CA,M,2002,Jose,3555
711987,CA,M,2002,Jacob,3385
711988,CA,M,2002,Joshua,3381
711989,CA,M,2002,Michael,3236
711990,CA,M,2002,David,3193
711991,CA,M,2002,Matthew,3093
711992,CA,M,2002,Christopher,2903
711993,CA,M,2002,Angel,2885
711994,CA,M,2002,Jonathan,2725
711995,CA,M,2002,Joseph,2701
711996,CA,M,2002,Alexander,2394
711997,CA,M,2002,Kevin,2346
711998,CA,M,2002,Ryan,2289
711999,CA,M,2002,Brandon,2269
712000,CA,M,2002,Ethan,2263
712001,CA,M,2002,Christian,2262
712002,CA,M,2002,Nicholas,2208
712003,CA,M,2002,Juan,2059
712004,CA,M,2002,Luis,1988
712005,CA,M,2002,Jesus,1975
712006,CA,M,2002,Nathan,1942
712007,CA,M,2002,Justin,1936
712008,CA,M,2002,Gabriel,1786
712009,CA,M,2002,Carlos,1779
712010,CA,M,2002,Adrian,1673
712011,CA,M,2002,Bryan,1665
712012,CA,M,2002,Jason,1605
712013,CA,M,2002,William,1569
712014,CA,M,2002,Samuel,1563
712015,CA,M,2002,Tyler,1537
712016,CA,M,2002,Brian,1531
712017,CA,M,2002,Dylan,1492
712018,CA,M,2002,James,1472
712019,CA,M,2002,Isaac,1450
712020,CA,M,2002,John,1434
712021,CA,M,2002,Diego,1393
712022,CA,M,2002,Miguel,1386
712023,CA,M,2002,Isaiah,1346
712024,CA,M,2002,Benjamin,1335
712025,CA,M,2002,Aaron,1323
712026,CA,M,2002,Alejandro,1322
712027,CA,M,2002,Robert,1322
712028,CA,M,2002,Eric,1298
712029,CA,M,2002,Julian,1234
714536,CA,M,2003,Daniel,4033
714537,CA,M,2003,Anthony,3934
714538,CA,M,2003,Andrew,3457
714539,CA,M,2003,Jose,3377
714540,CA,M,2003,Jacob,3368
714541,CA,M,2003,David,3354
714542,CA,M,2003,Joshua,3221
714543,CA,M,2003,Angel,3218
714544,CA,M,2003,Michael,3108
714545,CA,M,2003,Matthew,2985
714546,CA,M,2003,Christopher,2776
714547,CA,M,2003,Joseph,2733
714548,CA,M,2003,Jonathan,2722
714549,CA,M,2003,Ryan,2566
714550,CA,M,2003,Brandon,2359
714551,CA,M,2003,Alexander,2357
714552,CA,M,2003,Kevin,2276
714553,CA,M,2003,Ethan,2241
714554,CA,M,2003,Nathan,2126
714555,CA,M,2003,Juan,2078
714556,CA,M,2003,Luis,2067
714557,CA,M,2003,Christian,2062
714558,CA,M,2003,Nicholas,2016
714559,CA,M,2003,Gabriel,1978
714560,CA,M,2003,Jesus,1877
714561,CA,M,2003,Justin,1762
714562,CA,M,2003,Diego,1741
714563,CA,M,2003,Adrian,1726
714564,CA,M,2003,Dylan,1701
714565,CA,M,2003,Bryan,1694
714566,CA,M,2003,Isaac,1623
714567,CA,M,2003,Carlos,1604
714568,CA,M,2003,Jason,1602
714569,CA,M,2003,Tyler,1578
714570,CA,M,2003,William,1572
714571,CA,M,2003,James,1512
714572,CA,M,2003,Benjamin,1491
714573,CA,M,2003,Samuel,1467
714574,CA,M,2003,John,1444
714575,CA,M,2003,Brian,1367
714576,CA,M,2003,Julian,1366
714577,CA,M,2003,Aaron,1349
714578,CA,M,2003,Robert,1337
714579,CA,M,2003,Miguel,1329
714580,CA,M,2003,Isaiah,1326
714581,CA,M,2003,Alejandro,1317
714582,CA,M,2003,Noah,1301
714583,CA,M,2003,Zachary,1283
714584,CA,M,2003,Eric,1281
714585,CA,M,2003,Elijah,1226
717163,CA,M,2004,Daniel,4169
717164,CA,M,2004,Anthony,3806
717165,CA,M,2004,Andrew,3492
717166,CA,M,2004,Jose,3385
717167,CA,M,2004,Jacob,3337
717168,CA,M,2004,Joshua,3301
717169,CA,M,2004,David,3266
717170,CA,M,2004,Angel,3211
717171,CA,M,2004,Michael,2869
717172,CA,M,2004,Matthew,2864
717173,CA,M,2004,Christopher,2770
717174,CA,M,2004,Jonathan,2557
717175,CA,M,2004,Ryan,2518
717176,CA,M,2004,Alexander,2458
717177,CA,M,2004,Joseph,2447
717178,CA,M,2004,Ethan,2371
717179,CA,M,2004,Nathan,2306
717180,CA,M,2004,Brandon,2209
717181,CA,M,2004,Kevin,2131
717182,CA,M,2004,Juan,2114
717183,CA,M,2004,Christian,2039
717184,CA,M,2004,Nicholas,2007
717185,CA,M,2004,Diego,1990
717186,CA,M,2004,Jesus,1989
717187,CA,M,2004,Luis,1970
717188,CA,M,2004,Adrian,1830
717189,CA,M,2004,Dylan,1764
717190,CA,M,2004,Gabriel,1743
717191,CA,M,2004,Isaac,1739
717192,CA,M,2004,Carlos,1645
717193,CA,M,2004,William,1623
717194,CA,M,2004,Bryan,1619
717195,CA,M,2004,Tyler,1564
717196,CA,M,2004,James,1517
717197,CA,M,2004,Benjamin,1495
717198,CA,M,2004,Justin,1478
717199,CA,M,2004,Samuel,1459
717200,CA,M,2004,John,1422
717201,CA,M,2004,Isaiah,1414
717202,CA,M,2004,Jason,1396
717203,CA,M,2004,Julian,1366
717204,CA,M,2004,Brian,1347
717205,CA,M,2004,Elijah,1332
717206,CA,M,2004,Miguel,1316
717207,CA,M,2004,Alejandro,1276
717208,CA,M,2004,Aaron,1249
717209,CA,M,2004,Alexis,1214
717210,CA,M,2004,Robert,1212
717211,CA,M,2004,Noah,1211
719844,CA,M,2005,Daniel,3914
719845,CA,M,2005,Anthony,3748
719846,CA,M,2005,Angel,3518
719847,CA,M,2005,David,3273
719848,CA,M,2005,Joshua,3217
719849,CA,M,2005,Jose,3197
719850,CA,M,2005,Andrew,3166
719851,CA,M,2005,Jacob,3114
719852,CA,M,2005,Matthew,2878
719853,CA,M,2005,Michael,2774
719854,CA,M,2005,Jonathan,2637
719855,CA,M,2005,Christopher,2597
719856,CA,M,2005,Joseph,2553
719857,CA,M,2005,Alexander,2469
719858,CA,M,2005,Nathan,2405
719859,CA,M,2005,Ethan,2361
719860,CA,M,2005,Ryan,2342
719861,CA,M,2005,Diego,2304
719862,CA,M,2005,Juan,2216
719863,CA,M,2005,Kevin,2189
719864,CA,M,2005,Brandon,2121
719865,CA,M,2005,Christian,2014
719866,CA,M,2005,Luis,2001
719867,CA,M,2005,Gabriel,1956
719868,CA,M,2005,Jesus,1954
719869,CA,M,2005,Adrian,1941
719870,CA,M,2005,Isaac,1825
719871,CA,M,2005,Nicholas,1822
719872,CA,M,2005,Carlos,1671
719873,CA,M,2005,Dylan,1669
719874,CA,M,2005,Noah,1594
719875,CA,M,2005,Tyler,1557
719876,CA,M,2005,Samuel,1527
719877,CA,M,2005,Bryan,1486
719878,CA,M,2005,James,1473
719879,CA,M,2005,Isaiah,1459
719880,CA,M,2005,Julian,1454
719881,CA,M,2005,Benjamin,1450
719882,CA,M,2005,William,1439
719883,CA,M,2005,John,1347
719884,CA,M,2005,Aaron,1316
719885,CA,M,2005,Justin,1294
719886,CA,M,2005,Alejandro,1290
719887,CA,M,2005,Miguel,1290
719888,CA,M,2005,Jason,1279
719889,CA,M,2005,Brian,1273
719890,CA,M,2005,Elijah,1240
722619,CA,M,2006,Daniel,3830
722620,CA,M,2006,Anthony,3775
722621,CA,M,2006,Angel,3689
722622,CA,M,2006,Jacob,3197
722623,CA,M,2006,David,3154
722624,CA,M,2006,Andrew,3126
722625,CA,M,2006,Jose,3096
722626,CA,M,2006,Joshua,3031
722627,CA,M,2006,Christopher,2874
722628,CA,M,2006,Matthew,2755
722629,CA,M,2006,Diego,2752
722630,CA,M,2006,Michael,2723
722631,CA,M,2006,Jonathan,2640
722632,CA,M,2006,Alexander,2498
722633,CA,M,2006,Nathan,2452
722634,CA,M,2006,Ethan,2398
722635,CA,M,2006,Joseph,2377
722636,CA,M,2006,Christian,2206
722637,CA,M,2006,Adrian,2120
722638,CA,M,2006,Luis,2087
722639,CA,M,2006,Juan,2074
722640,CA,M,2006,Brandon,2067
722641,CA,M,2006,Ryan,2063
722642,CA,M,2006,Kevin,2045
722643,CA,M,2006,Jesus,1933
722644,CA,M,2006,Gabriel,1872
722645,CA,M,2006,Isaac,1862
722646,CA,M,2006,Noah,1842
722647,CA,M,2006,Carlos,1692
722648,CA,M,2006,Nicholas,1673
722649,CA,M,2006,Dylan,1651
722650,CA,M,2006,Isaiah,1556
722651,CA,M,2006,Samuel,1551
722652,CA,M,2006,William,1506
722653,CA,M,2006,Julian,1484
722654,CA,M,2006,Bryan,1468
722655,CA,M,2006,Benjamin,1467
722656,CA,M,2006,Tyler,1432
722657,CA,M,2006,James,1413
722658,CA,M,2006,Sebastian,1351
722659,CA,M,2006,John,1338
722660,CA,M,2006,Miguel,1332
722661,CA,M,2006,Aaron,1318
722662,CA,M,2006,Elijah,1316
722663,CA,M,2006,Justin,1315
722664,CA,M,2006,Logan,1271
722665,CA,M,2006,Brian,1261
722666,CA,M,2006,Alejandro,1254
722667,CA,M,2006,Jason,1253
722668,CA,M,2006,Aiden,1214
725487,CA,M,2007,Daniel,3869
725488,CA,M,2007,Anthony,3786
725489,CA,M,2007,Angel,3500
725490,CA,M,2007,David,3122
725491,CA,M,2007,Jacob,3122
725492,CA,M,2007,Andrew,3037
725493,CA,M,2007,Christopher,2979
725494,CA,M,2007,Joshua,2883
725495,CA,M,2007,Jose,2849
725496,CA,M,2007,Diego,2622
725497,CA,M,2007,Alexander,2607
725498,CA,M,2007,Matthew,2590
725499,CA,M,2007,Michael,2554
725500,CA,M,2007,Ethan,2514
725501,CA,M,2007,Jonathan,2505
725502,CA,M,2007,Nathan,2462
725503,CA,M,2007,Joseph,2312
725504,CA,M,2007,Brandon,2149
725505,CA,M,2007,Adrian,2147
725506,CA,M,2007,Kevin,2092
725507,CA,M,2007,Christian,2075
725508,CA,M,2007,Luis,2009
725509,CA,M,2007,Ryan,1982
725510,CA,M,2007,Isaac,1974
725511,CA,M,2007,Noah,1945
725512,CA,M,2007,Jesus,1881
725513,CA,M,2007,Gabriel,1879
725514,CA,M,2007,Juan,1856
725515,CA,M,2007,Dylan,1689
725516,CA,M,2007,Jayden,1664
725517,CA,M,2007,Carlos,1615
725518,CA,M,2007,Aaron,1609
725519,CA,M,2007,Julian,1589
725520,CA,M,2007,Isaiah,1532
725521,CA,M,2007,Nicholas,1518
725522,CA,M,2007,Samuel,1476
725523,CA,M,2007,James,1436
725524,CA,M,2007,William,1431
725525,CA,M,2007,Benjamin,1420
725526,CA,M,2007,Bryan,1416
725527,CA,M,2007,Aiden,1373
725528,CA,M,2007,Miguel,1362
725529,CA,M,2007,Elijah,1346
725530,CA,M,2007,Sebastian,1330
725531,CA,M,2007,Logan,1310
725532,CA,M,2007,Justin,1308
725533,CA,M,2007,Jason,1269
725534,CA,M,2007,Tyler,1224
725535,CA,M,2007,Alejandro,1209
728455,CA,M,2008,Daniel,3753
728456,CA,M,2008,Anthony,3639
728457,CA,M,2008,Angel,3172
728458,CA,M,2008,Jacob,3028
728459,CA,M,2008,David,2915
728460,CA,M,2008,Alexander,2886
728461,CA,M,2008,Andrew,2828
728462,CA,M,2008,Joshua,2761
728463,CA,M,2008,Christopher,2609
728464,CA,M,2008,Jose,2572
728465,CA,M,2008,Matthew,2542
728466,CA,M,2008,Nathan,2528
728467,CA,M,2008,Ethan,2520
728468,CA,M,2008,Michael,2518
728469,CA,M,2008,Jonathan,2312
728470,CA,M,2008,Joseph,2213
728471,CA,M,2008,Diego,2144
728472,CA,M,2008,Adrian,2138
728473,CA,M,2008,Jayden,2055
728474,CA,M,2008,Brandon,2020
728475,CA,M,2008,Isaac,1968
728476,CA,M,2008,Noah,1942
728477,CA,M,2008,Kevin,1914
728478,CA,M,2008,Christian,1888
728479,CA,M,2008,Ryan,1842
728480,CA,M,2008,Aiden,1793
728481,CA,M,2008,Luis,1787
728482,CA,M,2008,Julian,1782
728483,CA,M,2008,Juan,1721
728484,CA,M,2008,Jesus,1696
728485,CA,M,2008,Gabriel,1675
728486,CA,M,2008,Aaron,1564
728487,CA,M,2008,Dylan,1551
728488,CA,M,2008,Carlos,1537
728489,CA,M,2008,Isaiah,1516
728490,CA,M,2008,William,1476
728491,CA,M,2008,Benjamin,1430
728492,CA,M,2008,Nicholas,1418
728493,CA,M,2008,James,1413
728494,CA,M,2008,Samuel,1385
728495,CA,M,2008,Elijah,1369
728496,CA,M,2008,Sebastian,1306
728497,CA,M,2008,Justin,1276
728498,CA,M,2008,Miguel,1252
728499,CA,M,2008,Bryan,1250
728500,CA,M,2008,Logan,1225
731366,CA,M,2009,Daniel,3394
731367,CA,M,2009,Anthony,3088
731368,CA,M,2009,Angel,3006
731369,CA,M,2009,Jacob,2975
731370,CA,M,2009,Alexander,2883
731371,CA,M,2009,Ethan,2675
731372,CA,M,2009,David,2624
731373,CA,M,2009,Andrew,2586
731374,CA,M,2009,Matthew,2425
731375,CA,M,2009,Joshua,2411
731376,CA,M,2009,Christopher,2393
731377,CA,M,2009,Michael,2349
731378,CA,M,2009,Nathan,2346
731379,CA,M,2009,Jayden,2263
731380,CA,M,2009,Jose,2174
731381,CA,M,2009,Adrian,2101
731382,CA,M,2009,Joseph,2091
731383,CA,M,2009,Jonathan,2063
731384,CA,M,2009,Noah,2052
731385,CA,M,2009,Isaac,1856
731386,CA,M,2009,Aiden,1804
731387,CA,M,2009,Christian,1763
731388,CA,M,2009,Julian,1761
731389,CA,M,2009,Diego,1749
731390,CA,M,2009,Brandon,1720
731391,CA,M,2009,Gabriel,1652
731392,CA,M,2009,Kevin,1628
731393,CA,M,2009,Ryan,1626
731394,CA,M,2009,Jesus,1597
731395,CA,M,2009,Juan,1588
731396,CA,M,2009,Dylan,1585
731397,CA,M,2009,Aaron,1527
731398,CA,M,2009,Luis,1515
731399,CA,M,2009,Benjamin,1479
731400,CA,M,2009,Isaiah,1464
731401,CA,M,2009,William,1457
731402,CA,M,2009,Samuel,1390
731403,CA,M,2009,Elijah,1385
731404,CA,M,2009,Logan,1378
731405,CA,M,2009,Carlos,1314
731406,CA,M,2009,James,1298
731407,CA,M,2009,Sebastian,1267
731408,CA,M,2009,Nicholas,1256
731409,CA,M,2009,Evan,1204
734294,CA,M,2010,Jacob,3353
734295,CA,M,2010,Daniel,3135
734296,CA,M,2010,Anthony,2860
734297,CA,M,2010,Alexander,2601
734298,CA,M,2010,Angel,2536
734299,CA,M,2010,Ethan,2465
734300,CA,M,2010,Jayden,2443
734301,CA,M,2010,David,2422
734302,CA,M,2010,Andrew,2381
734303,CA,M,2010,Nathan,2274
734304,CA,M,2010,Matthew,2238
734305,CA,M,2010,Joshua,2141
734306,CA,M,2010,Noah,2125
734307,CA,M,2010,Michael,2099
734308,CA,M,2010,Christopher,2032
734309,CA,M,2010,Jonathan,1990
734310,CA,M,2010,Adrian,1975
734311,CA,M,2010,Aiden,1941
734312,CA,M,2010,Jose,1931
734313,CA,M,2010,Julian,1908
734314,CA,M,2010,Joseph,1857
734315,CA,M,2010,Isaac,1773
734316,CA,M,2010,Gabriel,1640
734317,CA,M,2010,Christian,1598
734318,CA,M,2010,Brandon,1563
734319,CA,M,2010,William,1550
734320,CA,M,2010,Diego,1537
734321,CA,M,2010,Ryan,1515
734322,CA,M,2010,Dylan,1498
734323,CA,M,2010,Benjamin,1482
734324,CA,M,2010,Elijah,1479
734325,CA,M,2010,Logan,1455
734326,CA,M,2010,Aaron,1443
734327,CA,M,2010,Sebastian,1437
734328,CA,M,2010,Jesus,1362
734329,CA,M,2010,Isaiah,1357
734330,CA,M,2010,Kevin,1353
734331,CA,M,2010,Samuel,1313
734332,CA,M,2010,Mason,1312
734333,CA,M,2010,James,1298
734334,CA,M,2010,Juan,1296
734335,CA,M,2010,Luis,1254
734336,CA,M,2010,Nicholas,1207
737207,CA,M,2011,Jacob,3171
737208,CA,M,2011,Daniel,2910
737209,CA,M,2011,Jayden,2752
737210,CA,M,2011,Anthony,2694
737211,CA,M,2011,Matthew,2465
737212,CA,M,2011,Alexander,2460
737213,CA,M,2011,Ethan,2390
737214,CA,M,2011,David,2300
737215,CA,M,2011,Andrew,2286
737216,CA,M,2011,Nathan,2249
737217,CA,M,2011,Noah,2224
737218,CA,M,2011,Angel,2151
737219,CA,M,2011,Michael,2106
737220,CA,M,2011,Julian,1935
737221,CA,M,2011,Aiden,1912
737222,CA,M,2011,Joshua,1912
737223,CA,M,2011,Isaac,1873
737224,CA,M,2011,Jonathan,1872
737225,CA,M,2011,Mason,1840
737226,CA,M,2011,Adrian,1818
737227,CA,M,2011,Christopher,1781
737228,CA,M,2011,Joseph,1760
737229,CA,M,2011,Jose,1675
737230,CA,M,2011,Benjamin,1593
737231,CA,M,2011,Gabriel,1541
737232,CA,M,2011,Aaron,1526
737233,CA,M,2011,Dylan,1521
737234,CA,M,2011,Elijah,1510
737235,CA,M,2011,Christian,1484
737236,CA,M,2011,Ryan,1483
737237,CA,M,2011,William,1442
737238,CA,M,2011,Brandon,1401
737239,CA,M,2011,Sebastian,1389
737240,CA,M,2011,Logan,1339
737241,CA,M,2011,Isaiah,1318
737242,CA,M,2011,Samuel,1279
737243,CA,M,2011,James,1251
737244,CA,M,2011,Kevin,1245
737245,CA,M,2011,Liam,1235
737246,CA,M,2011,Diego,1229
737247,CA,M,2011,Jesus,1217
740094,CA,M,2012,Jacob,2980
740095,CA,M,2012,Jayden,2869
740096,CA,M,2012,Daniel,2686
740097,CA,M,2012,Ethan,2673
740098,CA,M,2012,Matthew,2653
740099,CA,M,2012,Noah,2515
740100,CA,M,2012,Alexander,2428
740101,CA,M,2012,Anthony,2428
740102,CA,M,2012,Nathan,2236
740103,CA,M,2012,Andrew,2152
740104,CA,M,2012,David,2152
740105,CA,M,2012,Michael,2010
740106,CA,M,2012,Aiden,2002
740107,CA,M,2012,Angel,1939
740108,CA,M,2012,Isaac,1867
740109,CA,M,2012,Julian,1853
740110,CA,M,2012,Mason,1836
740111,CA,M,2012,Adrian,1800
740112,CA,M,2012,Jonathan,1737
740113,CA,M,2012,Christopher,1730
740114,CA,M,2012,Joshua,1729
740115,CA,M,2012,Benjamin,1676
740116,CA,M,2012,Joseph,1643
740117,CA,M,2012,Liam,1614
740118,CA,M,2012,Jose,1577
740119,CA,M,2012,Dylan,1570
740120,CA,M,2012,Aaron,1558
740121,CA,M,2012,Elijah,1523
740122,CA,M,2012,Ryan,1469
740123,CA,M,2012,Sebastian,1456
740124,CA,M,2012,William,1449
740125,CA,M,2012,Logan,1385
740126,CA,M,2012,Gabriel,1317
740127,CA,M,2012,Christian,1314
740128,CA,M,2012,Samuel,1300
740129,CA,M,2012,Brandon,1288
740130,CA,M,2012,James,1283
740131,CA,M,2012,Isaiah,1282
740132,CA,M,2012,Damian,1272
743003,CA,M,2013,Jacob,2887
743004,CA,M,2013,Ethan,2665
743005,CA,M,2013,Daniel,2603
743006,CA,M,2013,Jayden,2581
743007,CA,M,2013,Matthew,2564
743008,CA,M,2013,Noah,2554
743009,CA,M,2013,Alexander,2382
743010,CA,M,2013,Anthony,2238
743011,CA,M,2013,Nathan,2084
743012,CA,M,2013,David,2046
743013,CA,M,2013,Michael,1979
743014,CA,M,2013,Andrew,1926
743015,CA,M,2013,Julian,1870
743016,CA,M,2013,Benjamin,1852
743017,CA,M,2013,Isaac,1781
743018,CA,M,2013,Aiden,1767
